text,category
"מטרה עסקית של הסעת נוסעים ברכב כנגד תשלום, שכר או תמורה אחרת, אלא אם צוינה במפורש בתעודת הביטוח",תחבורה
"מטרה עסקית של חילוץ או גרירה של רכב מנועי, כנגד תשלום, שכר או תמורה אחרת, אלא אם צוינה במפירוש בתעודת הביטוח",תחבורה
אין פוליסה זו מכסה שימוש בכלי תחרותי שניתן עליו רישיון כלי תחרותי למעט שימור בכלי כאמור בעת נהיגה ספורטיבית בקטע קישור או בעת נהיגה שאינה נהיגה ספורטיבית,תחבורה
"רק בעל הפוליסה, בעל הרכב, המחזיק ברכב כדין וכל משתמש ברכב בהיתר מאת מי מהם רשאים לנהוג ברכב",תחבורה
"נהג ברכב מי שאינו רשאי לנהוג בו לפי הוראת סעיף זה, פטור המבטח מחובתו לפי פוליסה זו.",תחבורה
"ליברה חברה לביטוח בע""מ",תחבורה
מועד עליה לכביש,תחבורה
משקל כולל,תחבורה
רמת אבזור בטיחותי,תחבורה
תוצר,תחבורה
חלון בגג,תחבורה
ABS,תחבורה
אל: מופעל מורשה לבדיקת רכב לאחר תאונה,תחבורה
מאת: מוסך מורשה לתיקון רכבים פחחות רכב,תחבורה
אישור תיקון רכב,תחבורה
במוסך מורשה לתיקון רכבים,תחבורה
"תיקון הרכב עפ""י תקנה לתקנות התעבורה",תחבורה
"תיקון הרכב עפ""י חוק הגבלת שימוש ורישום פעולות בחלקי רכש משומשים",תחבורה
פרטי הרכב ,תחבורה
סוג,תחבורה
מס' מנוע,תחבורה
פרטי המפעל לתיקון מרכבים,תחבורה
אישור המנהל המקצועי של המפעל לתיקון מרכבים,תחבורה
מומלץ לקונה לבדוק שאכן כל הפרטים שסוכם לפני עם המוכר קיימים בתוך הפרטים שהזין ולבדוק את הפרטים ולאמת שאכן הפרטים נכונים בכדי להמשיך את התהליך של העברת בעלות רכב,תחבורה
כלי רכב הנמצאים בבעלות פרטית של אדם אחד בלבד,תחבורה
"ניתן להעביר בעלות באופן מקוון רק על אופנועים וכלי רכב פרטיים , חושב לציין שעל הרכב אסור שתהיה מוטלת עליו אף מגבלה מן הרשימה של הזכאות המצוינת פסקה זו",תחבורה
רישיון הרכב של המוכר חייב להיות בתוקף,תחבורה
driving licence,תחבורה
עבור אילו כלי רכב נדרש לחדש את הרישיון,תחבורה
"החידוש נדרש בכל שנה עבור כל כלי הרכב, כולל: רכב מנועי, רכב ללא מנוע, רכב משא, מוניות, גרור, אוטובוס, טיולית,  טרקטור, אופנוע, קטנוע, תלת אופנוע, אופנוע עם רכב צדי.",תחבורה
יש לבצע את התשלום לפני שיפוג תוקף הרישיון.,תחבורה
ניתן לשלם את אגרת הרישוי השנתית לרכב,תחבורה
"בתחילת החודש הקודם לחודש בו יפוג תוקף רישיון הרכב, תישלח בדואר בקשה לחידושו.",תחבורה
אין צורך להמתין לקבלת הבקשה לתשלום,תחבורה
מכתב ראשון לביצוע מבחן כשירות (טסט) ולחידוש רישיון הרכב יישלח כחודש לאחר שפג תוקף רישיון הרכב,תחבורה
"לאחר שפג תוקף רישיון הרכב, ניתן לחדש את הרישיון ",תחבורה
התשלום יתעדכן מידית במערכת התשלומים של משרד התחבורה ובמערכות של מכוני הרישוי.,תחבורה
רישיון רכב מעודכן יונפק במקום התשלום או יישלח לכתובת הדואר האלקטרוני ולטלפון הנייד.,תחבורה
מתי צריך לבצע את המבחן המעשי,תחבורה
במקרה שרישיון הרכב פג,תחבורה
חל איסור על נהיגה ברכב שרישיונו אינו בתוקף,תחבורה
יש לבצע תשלום עבור אגרת הטסט למכון הרישוי.,תחבורה
"בעת זיהוי של לוחית רישוי פגומה במהלך המבחן המעשי (הטסט) לרכב, תוחלף הלוחית במכון הרישוי ללא עלות כספית",תחבורה
יש לבצע את התיקונים הנדרשים.,תחבורה
יש לגשת למשרד המכון לצורך הטבעת חותמת כשירות תנועה על גבי רישיון הרכב וקבלת תווית לחלון.,תחבורה
יש לגשת לבוחן הרכב שיאשר את ביצועם.,תחבורה
תיבת הילוכים היברידית,תחבורה
יחידת בקרת רכב,תחבורה
מכל דלק בלחץ גבוה,תחבורה
שקע טעינה DC/A,תחבורה
יחידת חלוקת מתח גבוה ,תחבורה
כרית אוויר לנהג ,תחבורה
כרית אוויר לנוסע הקדמי ,תחבורה
"רכבך נבדק בקפידה ובהתאם לתקנות לפני מסירתו. תאריך מסירת הרכב תועד במסמכי
המסירה. במועד המסירה תקבל הדרכה בנוגע להפעלת הרכב, מאפייניו וביצועיו. ",תחבורה
מספר מנוע או מספר תיבת הילוכים,תחבורה
בורגי גלגלים: ודא שכל הברגים קיימים ולא משוחררים.,תחבורה
"נזילות: בדוק אם יש נזילות דלק, שמן, נוזל קירור או נוזלים אחרים מתחת לרכב לאחר
שהוא חנה לפרק זמן מה",תחבורה
"פתחי כניסת אוויר: הסר שלג, עלים או חומרים זרים אחרים מפתחי כניסת האוויר שלפני
השמשה הקדמית. ",תחבורה
"ערכת כלים: ודא שערכת הכלים כוללת מגבה, מפתח בורגי גלגל וגלגל חלופי. ",תחבורה
"לוח מחוונים ובקרות: ודא שנוריות התקלה, נוריות החיווי והבקרות פועלות כהלכה. ",תחבורה
בלמים: ודא שהדוושה יכולה לנוע כהלכה.,תחבורה
מפלס נוזל קירור: ודא שמפלס נוזל הקירור תקין. ,תחבורה
"מצבר וכבלים: ודא שאין סימני קורוזיה, שהכבלים מהודקים ושהמארז אינו סדוק. ודא
שהכבלים והחיבורים במצב תקין.",תחבורה
"דא שמכסה המנוע נעול היטב לפני התחלת הנסיעה. אחרת מכסה המנוע עלול להתרומם
ולחסום את שדה הראייה במהלך הנסיעה ברכב; הדבר עלול לגרום לתאונה. ",תחבורה
שעונים ומחוונים: ודא שהשעונים והמחוונים פועלים כהלכה. ,תחבורה
בלמים: בדוק במקום בטוח שהרכב אינו מושך לאחד הצדדים בעת הפעלת הבלמים. ,תחבורה
"לאחר היציאה מהרכב, זכור לנעול אותו ולקחת את המפתחות איתך",תחבורה
"החניה בשיפוע אפשרית בעיקר הודות לבלם החניה. אם לא תפעיל את בלם החניה או אם יש
תקלה במערכת, הרכב עלול לה תדרדר ולגרום לחבלה גופנית או לנזק. בעת חניה בשיפוע, יש
להפנות את הגלגלים הקדמיים לעבר המדרכה כד י למנוע מהרכב לנוע בשוגג. ",תחבורה
"ודא שכל הנוסעים יושבים במושבים שלהם ושהם חוגרים את חגורות הבטיחות לפני התחלת
הנסיעה. אל תאפשר לנוסעים לשבת במקומות שבהם אין מושבים וחגורות בטיחות כיוון
שהדבר עלול לגרום לחבלה קשה במקרה של תאונה. ",תחבורה
"בעת השארת הרכב ללא השגחה, קח את המפתח החכם איתך ונעל את כל הדלתות,
גם אם אתה מחנה את הרכב בחניה סגורה או ליד ביתך. ",תחבורה
 הימנע משאיפת גזי פליטת המנוע,תחבורה
"מחוון הפעולה מעדכן את ה נהג שמערכת מסוימת ברכב פועלת והוא דולק באופן קבוע כל עוד
המערכת פועלת. ",תחבורה
"מחוון התקלה משמש כדי להזהיר את הנהג מפני תקלה במערכת מסוימת ברכב; מחוון התקלה
המתאים יידלק או יהבהב. ",תחבורה
"בעת התנעת המנוע , ייתכן שמחווני תקלה מסוימים יידלקו לזמן קצר כדי לציין שהמערכת
מבצעת בדיקה עצמית",תחבורה
מחוון פנסי תאורת היום נדלק כאשר המנוע פועל. ,תחבורה
מחוון פנסי החניה דולק כאשר פנסי החניה דולקים. ,תחבורה
"כאשר פנסי האיתות השמאליים או הימניים פועלים,
מחוון האיתות המתאים מהבהב.",תחבורה
המחוון דולק כאשר פנס הערפל האחורי דולק. ,תחבורה
דולק באופן קבוע כדי לציין שהרכב מוכן לנסיעה. ,תחבורה
"כאשר מערכת ה-ESP כבויה, מחוון ה- OFF ESP
דולק כדי לציין שמערכת בקרת היציבות
האלקטרונית ESP כבויה. ",תחבורה
